Quarter,DailyNewsDate,Effective / Expected Close Date of Acquisition ,Region,Acquirer,HQ_Acquirer_Country,HQ_Acquirer_State,Target,HQ_Target_Country,HQ_Target_State,Target_Segment,Staffing (x),WFS,Rationale,Price,Hyperlink,Notes/Snippet
15Q2,20150504,,Americas,Kavaliro,USA,FL,Hynes & Company,USA,CA,Temporary Staffing Skill Segment: Professional/Specialty,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Kavaliro-expands-to-West-Coast-with-staffing-acquisition-33944,  
15Q2,20150428,,Americas,Advantage Resourcing America Inc,USA,CA,Atterro Inc,USA,MN,Temporary Staffing Skill Segment: Marketing/Creative,X,N/A,,JPY 4.8 billion,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Advantage-to-acquire-Atterro-33884,"Atterro provides specialty staffing, recruitment process outsourcing and contingent worker solutions operating under the brands Digital People,"
15Q2,20150428,,Americas,TransForce,USA,VA,Choice Drivers,USA,AZ,Temporary Staffing Skill Segment: Industrial,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/TransForce-acquisition-spree-continues-with-addition-of-Arizona-firm-33878,  
15Q2,20150427,,Americas,Intelliswift Software,USA,CA,Magagnini Network,USA,CA,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Intelliswift-Software-acquires-Bay-Area-staffing-agency-33866,  
15Q2,20150427,,Americas,Capgemini Group,France,N/A,IGATE Corp,USA,PA,Temporary Staffing Skill Segment: IT Staffing,,N/A,,USD 4 billion,http://www.staffingindustry.com/site_member/Editorial/Daily-News/European-firm-to-acquire-IGATE-for-4.0-billion-33868,  
15Q2,20150427,,EMEA,Staffline Group,United Kingdom,N/A,A4e,United Kingdom,N/A,Workforce Solutions,,Welfare to work,,£34.5 million,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Staffline-Group-acquires-troubled-welfare-to-work-firm-A4e-33862,  
15Q2,20150423,,EMEA,DPA Group,Netherlands,N/A,SOZA XPERT,Netherlands,N/A,Direct Hire,x,N/A,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Netherlands-DPA-grows-strongly-from-acquisitions-and-buys-another-firm-33831,  
15Q2,20150421,,Americas,The Newport Group,USA,CA,Three Sixty Digital Talent,USA,CA,Retained Search,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/The-Newport-Group-acquires-digital-talent-search-firm-33806,  
15Q2,20150421,,APAC ,Adcorp,South Africa,N/A,Dare Holdings,Australia,N/A,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,AUD 30 million,http://www.staffingindustry.com/row/Editorial/Daily-News/South-Africa-Adcorp-acquires-Australian-oil-and-gas-recruiter-33797,  
15Q2,20150420,,Americas,Nautic Partners,USA,NJ,Cherry Hill,USA,NJ,Temporary Staffing Skill Segment: Education,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Private-equity-firm-acquires-third-largest-US-education-staffing-firm-33793,  
15Q2,20150420,,Americas,TransForce,USA,VA,Davis Transportation Services,USA,MA,Temporary Staffing Skill Segment: Industrial,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/TransForce-acquires-New-England-firm-33792,  
15Q2,20150420,,EMEA,OMS Aviation,Norway,N/A,Proffice Aviation,Sweden,N/A,Temporary Staffing Skill Segment: Commercial,x,N/A,,SEK 10 million,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/Sweden-Proffice-sells-aviation-business-33785,Airline staffing
15Q2,20150417,,EMEA,Humana,Norway,N/A,Dedicare Assistanse,Sweden,N/A,Temporary Staffing Skill Segment: Healthcare,x,N/A,,SEK 27 million,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/Norway-Healthcare-staffing-firm-Dedicare-sells-personal-care-business-33773,  
15Q2,20150416,,EMEA,Allgeier SE (ETR: AEI),Germany,N/A,Search Consult,Germany,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/Germany-Allgeier-acquires-IT-staffing-company-33756,  
15Q1,20150416,,EMEA,Allgeier SE (ETR: AEI),Germany,N/A,Search Consult GmbH,Germany,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND,http://www2.staffingindustry.com/eng/Editorial/Daily-News/Germany-Allgeier-acquires-IT-staffing-company-33756,  
15Q2,20150415,,EMEA,Rethink Group,United Kingdom,N/A,Consort Group,United Kingdom,N/A,Workforce Solutions,,Talent Management & RPO,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Rethink-acquires-talent-management-and-RPO-business-33744,  
15Q2,20150414,,Americas,First Tek,USA,NJ,Cloudeeva,USA,NJ,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,USD 7.55 million,http://www.staffingindustry.com/site_member/Editorial/Daily-News/First-Tek-acquires-IT-staffing-firm-for-7.55-million-in-bankruptcy-auction-33727,  
15Q2,20150414,,APAC ,Ashley Services,Australia,N/A,Global Education & Training Group,Australia,N/A,Workforce Solutions,,Training/Accreditation,,Initial AUD 1.5 million plus up to AUD 3 million depending on 2016 performance,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-Ashley-Services-acquires-hospitality-sector-education-and-training-company-33718,  
15Q2,20150413,,Americas,BCP Ventures,USA,GA,Chartwell BUSAiness Advisors (M&A unit only),USA,PA,Workforce Solutions,,M&A Services,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Chartwell-sells-M-A-unit-33715,  
15Q2,20150413,,EMEA,Clafis Engineers (Ingenieus),Netherlands,N/A,Edes-Seagull,Netherlands,N/A,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/Netherlands-Engineering-staffing-firm-acquires-bankrupt-rival-33710,Dutch engineering staffing firm Clafis Engineers (Ingenieus) has acquired recently bankrupt consulting and project engineering staffing firm Edes-Seagull.
15Q2,20150413,,EMEA,Outsource UK,United Kingdom,N/A,PA Recruit,United Kingdom,N/A,Temporary Staffing Skill Segment: Engineering/Design,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Outsource-acquires-engineering-staffing-firm-33709,  
15Q2,20150409,,Americas,LinkedIn (NYSE: LNKD),USA,CA,lynda.com,USA,CA,Workforce Solutions,,Training/Accreditation,,USD 1.5 billion,http://www.staffingindustry.com/site_member/Editorial/Daily-News/LinkedIn-to-acquire-online-learning-company-for-1.5-billion-33683,  
15Q2,20150408,,Americas,ScribeAmerica,USA,FL,Medical Scribe Systems,USA,CA,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Medical-scribe-services-firm-acquires-fellow-provider-33671,  
15Q2,20150408,,Americas,Chartwell Staffing Solutions,USA,PA,Corporate Resource Services,USA,NY,Temporary Staffing Skill Segment: Industrial,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Firm-assumes-Corporate-Resource-Services-operations-at-30-locations-33672,  
15Q2,20150408,,EMEA,Templine Employment Agency,United Kingdom,N/A,Corinium Employment,United Kingdom,N/A,Temporary Staffing Skill Segment: Commercial,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Blue-collar-staffing-firm-Templine-announces-acquisition-33663,  
15Q2,20150403,,Americas,WilsonHCG,USA,FL,Head2Head,Canada,N/A,Workforce Solutions,,RPO and Human Capital,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/WilsonHCG-acquires-Canadian-recruiting-firm-33636,  
15Q2,20150402,,EMEA,Matchtech Group,United Kingdom,N/A,Networkers International,United Kingdom,N/A,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,£57.9 million,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Matchtech-completes-acquisition-of-Networkers-International-33621,  
15Q2,20150401,,Americas,General Employment Enterprises,USA,IL,Scribe Solutions,USA,FL,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/General-Employment-closes-Scribe-deal-ex-MPS-leader-now-CEO-33615,  
15Q1,20150324,,EMEA,Freelancer.com,Australia,N/A,ProjectLinkr.com,Spain,N/A,Workforce Solutions,,FMS,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-Freelancer-acquires-Spanish-freelance-platform-33510,  
15Q1,20150324,,APAC ,Super App,India,N/A,CrunchCommerce.com,India,N/A,Workforce Solutions,,Financial Services,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/India-Tinder-for-jobs-acquires-mobile-commerce-firm-33509,  
15Q1,20150324,,Americas,WilsonHCG,USA,FL,Sumner Grace,USA,NC,Temporary Staffing Skill Segment: IT Staffing,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/WilsonHCG-acquires-Sumner-Grace-33519,  
15Q2,20150324,,APAC ,Pasona,Japan,N/A,Duta Griya Sarana (DGS),Indonesia,N/A,Temporary Staffing Skill Segment: Professional/Specialty,x,N/A,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/Japan-Pasona-acquires-Indonesian-staffing-and-training-firm-33511,  
15Q1,20150324,,EMEA,Saxus,United Kingdom,N/A,IS Recruitment,United Kingdom,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,Merger,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-IS-Recruitment-and-Saxus-announce-merger-33514,  
15Q1,20150319,,Americas,Versique Search & Consulting,USA,MN,McKinley Consulting,USA,MN,Workforce Solutions,X,Consulting,,Merger,http://www.staffingindustry.com/site_member/Editorial/Daily-News/McKinley-Consulting-joins-sister-company-Versique-33479,  
15Q1,20150317,,Americas,LinkedIn (NYSE: LNKD),USA,CA,Careerify,Canada,N/A,Workforce Solutions,,Employee Engagement,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/LinkedIn-acquires-employee-referral-software-firm-33447,  
15Q1,20150316,,EMEA,Capita (CPI: LSE),United Kingdom,N/A,ThirtyThree,United Kingdom,N/A,Workforce Solutions,,Employee Engagement,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Capita-acquires-employer-branding-and-engagement-firm-33429,  
15Q1,20150311,,EMEA,Freelancer.com,Australia,N/A,Donanza (Assets),Israel,N/A,Workforce Solutions,,FMS,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-Freelancer-acquires-assets-of-defunct-Israeli-freelance-platform-33378,  
15Q1,20150311,,Americas,Adecco Group AG (VTX: ADEN),Switzerland,N/A,Knightsbridge Human Capital Solutions,Canada,N/A,Workforce Solutions,,Human Capital Solutions,,CAD 80 million,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Adecco-acquires-Knightsbridge-Human-Capital-Solutions-33388,  
15Q1,20150306,,Americas,Navent,Argentina,N/A,Dridco,Argentina,N/A,Workforce Solutions,,Job Boards/Apps,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/Latin-America-Job-board-Navent-buys-rival-firm-to-strengthens-its-regional-position-33335,  
15Q1,20150304,,Americas,Sterling National Bank,USA,NY,Damian Services Cooperation,USA,IL,Workforce Solutions,,Payrolling/Compliance,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Sterling-Bancorp-acquires-payroll-funding-provider-Damian-33316,  
15Q1,20150302,,EMEA,Lugera,Slovakia,N/A,GIT Consult,Czech Republic,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/Czech-Republic-Lugera-acquires-IT-staffing-specialist-GIT-Consult-33275,  
15Q1,20150302,,Americas,Korn Ferry,USA,CA,Pivot Leadership,USA,OR,Workforce Solutions,,Training/Accreditation,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Korn-Ferry-completes-Pivot-Leadership-acquisition-33281,  
15Q1,20150227,,Americas,Noor Inc,USA,NY,Corporate Resource Development,USA,NY,Temporary Staffing Skill Segment: Industrial,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Corporate-Resource-Services-sells-subsidiary-sends-termination-notices-33268,  
15Q1,20150227,,Americas,BG Staffing Inc. (NYSE: BGSF),USA,TX,D&W (Donovan & Watkins),USA,TX,Temporary Staffing Skill Segment: Office/Clerical,,N/A,,USD 8.5 million (of which USD 3.25 million is subject to an escrow against certain tax liabilities) Plus up to an addition USD 3.5 million if certain conditions are met.,http://www.staffingindustry.com/site_member/Editorial/Daily-News/BG-Staffing-makes-acquisition-33266,  
15Q1,20150225,,APAC ,Seek International Investments (ASX: SEK) + others in buyer group,Australia,N/A,JobStreet,Malaysia,N/A,Workforce Solutions,,Job Boards/Apps,,MYR 1.9 billion,http://www.staffingindustry.com/row/Editorial/Daily-News/Malaysia-After-sale-of-job-boards-JobStreet-reports-revenue-growth-from-continuing-operations-33225,  
15Q1,20150224,,Americas,Serent Capital,USA,CA,Icon Professional Services,USA,CA,Workforce Solutions,,Payrolling/Compliance,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Private-equity-firm-acquires-majority-stake-in-ICon-33222,  
15Q1,20150223,,EMEA,Proservia (ManpowerGroup),France,N/A,ATOS (French IT Helpdesk Only),France,N/A,Temporary Staffing Skill Segment: IT Staffing,,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/France-ManpowerGroup-acquires-IT-help-desk-as-recruiter-looks-to-diversify-33198,  
15Q1,20150219,,EMEA,Experis (ManpowerGroup),Netherlands,N/A,PEAK-IT,Netherlands,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/Netherlands-ManpowerGroup-acquires-IT-company-33169,  
15Q1,20150219,,EMEA,Gap Personnel,United Kingdom,N/A,Personell Solutions Group,United Kingdom,N/A,Temporary Staffing Skill Segment: Commercial,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Gap-Personnel-acquires-majority-stake-in-Personell-Solutions-Group-33168,  
15Q1,20150217,,Americas,Aequor Healthcare Services,USA,NJ,Therapy Staff,USA,MI,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www.staffingindustry.com/Research-Publications/Daily-News/Aequor-acquires-therapist-staffing-firm-33148,  
15Q1,20150213,,Americas,Bank W Holdings,USA,MS,Venture Profiles Corp,USA,NH,Temporary Staffing Skill Segment: Finance/Accounting,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Firm-acquires-New-Hampshire-finance-recruiting-firm-33125,  
15Q1,20150211,,Americas,The Select Family of Staffing Companies,USA,CA,EmployBridge,USA,GA,Temporary Staffing Skill Segment: Commercial,X,N/A,,USD 410 million,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Select-Staffing-completes-EmployBridge-acquisition-33097,  
15Q1,20150211,,APAC ,Labourforce Impex Personnel,Australia,N/A,Impex Personnel,New Zealand,N/A,Temporary Staffing Skill Segment: Commercial,x,N/A,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-Transport-logistics-and-supply-chain-recruiter-acquires-New-Zealand-rival-33087,  
15Q1,20150211,,EMEA,Euro Planit,Netherlands,N/A,Flexperfect,Netherlands,N/A,Temporary Staffing Skill Segment: IT Staffing,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/Netherlands-Recruitment-firm-to-extend-service-offering-following-acquisition-33092,  
15Q1,20150203,,APAC ,OneShift,Australia,N/A,Adage,Australia,N/A,Workforce Solutions,,Job Boards/Apps,,ND,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-OneShift-acquires-mature-age-job-board-Adage-32998,  
15Q1,20150202,,EMEA,Berry Recruitment Group (BRG),United Kingdom,N/A,Headway Recruitment,United Kingdom,N/A,Temporary Staffing Skill Segment: Commercial,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Berry-Recruitment-Group-announces-second-acquisition-in-2015-32986,  
15Q1,20150202,,EMEA,Berry Recruitment Group (BRG),United Kingdom,N/A,The Plus Team,United Kingdom,N/A,Temporary Staffing Skill Segment: Office/Clerical,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Berry-Recruitment-Group-announces-second-acquisition-in-2015-32986,  
15Q1,20150129,,EMEA,Alexander Mann Solutions ,United Kingdom,N/A,Capability Jane,United Kingdom,N/A,Workforce Solutions,,Consulting,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Alexander-Mann-acquires-specialist-diversity-consulting-firm-32954,  
15Q1,20150126,,Americas,Mitchell Martin,USA,NY,Therapists on Demand,USA,PA,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Mitchell-Martin-acquires-Philadelphia-based-healthcare-staffing-firm-32918,  
15Q1,20150120,,EMEA,StepStone,Germany,N/A,Ictjob SPRL,Belgium,N/A,Workforce Solutions,,Job Boards/Apps,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/Benelux-Stepstone-acquires-IT-job-boards-32844,  
15Q1,20150120,,Americas,Envision Healthcare,USA,CO,Vista Staffing Solutions,USA,UT,Temporary Staffing Skill Segment: Healthcare,X,N/A,,USD 123 million,http://www.staffingindustry.com/site_member/Editorial/Daily-News/On-Assignment-to-sell-physician-staffing-unit-for-123-million-32853,  
15Q1,20150115,,APAC ,Recruit Holdings Co.,Japan,N/A,PeopleBank,Australia,N/A,Workforce Solutions,,Job Boards/Apps,,JPY 7.1 billion,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-Recruit-Holdings-announces-two-major-acquisitions-32804,  
15Q1,20150115,,APAC ,Recruit Holdings Co.,Japan,N/A,Chandler MacLeod Group,Australia,N/A,Temporary Staffing Skill Segment: Commercial,x,N/A,,JPY 28.9 billion,http://www.staffingindustry.com/row/Editorial/Daily-News/Australia-Recruit-Holdings-announces-two-major-acquisitions-32804,  
15Q1,20150113,,EMEA,Encore Personnel,United Kingdom,N/A,Response Recruitment Solutions,United Kingdom,N/A,Temporary Staffing Skill Segment: Commercial,x,N/A,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Encore-Personnel-acquires-Response-Recruitment-Solutions-32776,  
15Q1,20150112,,Americas,AMN Healthcare Services,USA,CA,Onward Healthcare,USA,CT,Temporary Staffing Skill Segment: Healthcare,X,N/A,,USD 82.5 mIlion for all three,http://www.staffingindustry.com/site_member/Editorial/Daily-News/AMN-completes-acquisition-of-healthcare-staffing-VMS-firms-32764,  
15Q1,20150112,,Americas,AMN Healthcare Services,USA,CA,Locum Leaders,USA,GA,Temporary Staffing Skill Segment: Healthcare,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/AMN-completes-acquisition-of-healthcare-staffing-VMS-firms-32764,  
15Q1,20150112,,Americas,AMN Healthcare Services,USA,CA,Medefis,USA,NE,Workforce Solutions,,VMS,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/AMN-completes-acquisition-of-healthcare-staffing-VMS-firms-32764,  
15Q1,20150106,,EMEA,Brainnet,Netherlands,N/A,Infraflex,Netherlands,N/A,Workforce Solutions,x,MSP,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/Netherlands-Brainnet-acquires-rival-MSP-32702,
15Q1,20150106,,Americas,Stone Point Capital LLC,USA,CT,SitUSA,USA,TX,Temporary Staffing Skill Segment: Finance/Accounting,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Private-equity-firm-to-acquire-staffing-provider-Situs-32707,  
15Q1,20150106,,EMEA,Progility,United Kingdom,N/A,Woodspeen Training,United Kingdom,N/A,Workforce Solutions,,Training/Accreditation,,ND,http://www.staffingindustry.com/eng_member/Editorial/Daily-News/UK-Progility-acquires-training-specialist-32699,
14Q4,20141229,,Americas,Bank W Holdings,USA,MS,Apollo Consultants,USA,NH,Temporary Staffing Skill Segment: Professional/Specialty,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/New-England-staffing-provider-acquires-Apollo-Consultants-32650,
14Q4,20141223,,Americas,AMN Healthcare Services,USA,CA,Avantas,USA,NE,Workforce Solutions,,Healthcare labor management,,16.5 milion (+ up to 8.5 milion),http://www2.staffingindustry.com/site/Editorial/Daily-News/AMN-acquires-healthcare-labor-management-firm-32628,
14Q4,20141219,,EMEA,Abiant,Netherlands,N/A,MF Uitzendbureau,Netherlands,N/A,Temporary Staffing Skill Segment: All,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Netherlands-Abiant-acquires-regional-rival-32590,
14Q4,20141216,,Americas,Mercer,Chile,N/A,Denarius,Chile,N/A,Workforce Solutions,,HRO,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Chile-Mercer-acquires-compensation-specialist-32538,
15Q1,20141216,,Americas,Barry Staffing,USA,OH,CS Staffing,USA,OH,Temporary Staffing Skill Segment: Industrial,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Ohio-staffing-firm-expands-with-acquisition-32546,
14Q4,20141216,,Americas,Clearwater Legal Staffing,USA,VA,Choice Legal Solutions,USA,DC,Temporary Staffing Skill Segment: Legal,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Firm-acquires-legal-staffing-document-review-startup-32545,
14Q4,20141216,,EMEA,Optionis,United Kingdom,N/A,Brian Alfred Associates,United Kingdom,N/A,Temporary Staffing Skill Segment: Finance/Accounting,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/UK-Optionis-acquires-tax-specialist-32541,
14Q4,20141215,,EMEA,Empresaria,United Kingdom,N/A,Ball & Hoolahan,United Kingdom,N/A,Temporary Staffing Skill Segment: Marketing/Creative,,N/A,,"up to £1.5 million - comprising intial cash consideration £1 million and up to £500,000 on performance for financial year end 31 March 2015",http://www2.staffingindustry.com/site/Editorial/Daily-News/UK-Empresaria-acquires-marketing-recruiter-32525,
14Q4,20141212,,EMEA,NES Global Talent,United Kingdom,N/A,Energy People,Norway,N/A,Temporary Staffing Skill Segment: Engineering/Design,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Norway-NES-announces-acquisition-and-appointment-of-company-CEO-32509,
14Q4,20141212,,EMEA,USG People,Netherlands,N/A,Connecting-Expertise,Belgium,N/A,Workforce Solutions,,VMS,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Netherlands-USG-People-acquires-majority-share-in-VMS-announces-3-growth-in-Oct-Nov-32510,
15Q1,20141211,,Americas,Odgers Berndtson,United Kingdom,N/A,RenaudFoster,Canada,N/A,Retained Search,X,N/A,,ND,http://www.staffingindustry.com/site_member/Editorial/Daily-News/Odgers-acquires-Ottawa-executive-search-firm-32498,
14Q4,20141204,,Americas,Hays,United Kingdom,N/A,Veredus Corp,USA,FL,Temporary Staffing Skill Segment: All,,N/A,,44 million,http://www2.staffingindustry.com/site/Editorial/Daily-News/6th-largest-staffing-provider-enlarges-US-footprint-by-acquiring-firm-on-fastest-growing-list-32425,
14Q4,20141202,,EMEA,RTC Group,United Kingdom,N/A,RIG Energy,United Kingdom,N/A,Temporary Staffing Skill Segment: Engineering/Design,,N/A,,"£875,000",http://www2.staffingindustry.com/site/Editorial/Daily-News/UK-RTC-acquires-RIG-Energy-32381,
14Q4,20141202,,EMEA,Quest,Germany,N/A,Reutax,Germany,N/A,Temporary Staffing Skill Segment: IT Staffing,,N/A,,Merger,http://www2.staffingindustry.com/site/Editorial/Daily-News/Germany-Reutax-and-Quest-partnering-as-Questax-32382,
14Q4,20141201,,EMEA,CTPartners,USA,NY,Neumann,Austria,N/A,Retained Search,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/CTPartners-completes-acquisition-of-Austria-based-firm-32375,
14Q4,20141201,,Americas,Accountable Healthcare Staffing,USA,FL,Sagent Healthstaff,USA,MA,Temporary Staffing Skill Segment: Healthcare,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Accountable-acquires-Massachusetts-based-healthcare-staffing-firm-32371,
14Q4,20141126,,Americas,Succession Capital Partners,USA,NC,Capital Consultants (VA division only),USA,VA,Temporary Staffing Skill Segment: Clinical/Scientific,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Private-equity-acquires-Virginia-marine-staffing-business-32333,
14Q4,20141120,,Americas,Stone Pont Capital,USA,CN,Oasis Outsoucing,USA,FL,Workforce Solutions,,PEO,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Private-equity-acquires-third-largest-PEO-32264,
14Q4,20141119,,Americas,Pluralsight,USA,UT,Smarterer,USA,MA,Workforce Solutions,,Talent Assessment,,75 mILion,http://www2.staffingindustry.com/site/Editorial/Daily-News/Pluralsight-acquires-skills-testing-company-32250,
14Q4,20141119,,Americas,Employee Solutions,USA,TX,Bridge Employment Services,USA,OK,Temporary Staffing Skill Segment: All,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Employee-Solutions-acquires-Oklahoma-staffing-firm-32248,
14Q4,20141118,,Americas,GSE Systems,USA,MD,Hyperspring,USA,AL,Direct Hire,,N/A,,3 million (+8.4 milion if targets met),http://www2.staffingindustry.com/site/Editorial/Daily-News/Training-firm-acquires-Alabama-based-staffing-provider-32228,
14Q4,20141111,,EMEA,ManpowerGroup,USA,WI,UniConsult,Spain,N/A,Workforce Solutions,,Outplacement,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Spain-ManpowerGroup-acquires-outplacement-and-career-transition-firm-32139,
14Q4,20141110,,Americas,DTI,USA,GA,Hudson Global (Legal eDiscovery division only),USA,NY,Temporary Staffing Skill Segment: Legal,,N/A,,23 mILion,http://www2.staffingindustry.com/site/Editorial/Daily-News/Hudson-sells-Legal-eDiscovery-business-for-23-million-32133,
14Q4,20141107,,Americas,ZeroChaos,USA,FL,Incepture (staffing business only),USA,FL,Temporary Staffing Skill Segment: Healthcare,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/ZeroChaos-acquires-Florida-based-healthcare-staffing-operation-32117,
14Q4,20141105,,Americas,Allen Austin,USA,TX,Gaines International,USA,IL,Retained Search,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Allen-Austin-acquires-design-build-search-firm-32079,
14Q4,20141104,,EMEA,Impellam Group,United Kingdom,N/A,Lorien Ltd,United Kingdom,N/A,Temporary Staffing Skill Segment: Engineering/Design,,N/A,,£22.3 million in cash consideration and £7.5 in new ordinary shares,http://www2.staffingindustry.com/site/Editorial/Daily-News/UK-Impellam-announces-acquisition-of-technology-player-32056,
14Q4,20141104,,APAC ,Freelancer,Australia,N/A,Sydstart,Australia,N/A,Workforce Solutions,,Talent Acquisition Technology,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Australia-Freelancer-announces-acquisition-and-appointment-32052,
14Q2,20141103,,Americas,Cross Country Healthcare,USA,FL,Medical Staffing Network,USA,FL,Temporary Staffing Skill Segment: Healthcare,,N/A,,48.3 mILion,http://www.staffingindustry.com/site/Editorial/Daily-News/Cross-Country-to-buy-MSN-for-48-million-30279,
14Q2,20141030,,Americas,Compunnel Software Group,USA,NJ,Challenge Training and Consulting,USA,NJ,Temporary Staffing Skill Segment: IT Staffing,,N/A,,ND,http://www2.staffingindustry.com/site/Editorial/Daily-News/Compunnel-acquires-New-Jersey-based-staffing-firm-32009,
